,Intervention prompt,Intervention subject,Intervention target,Generation Prompt,Pre-ROME,He count pre,She count pre,None count pre,Post-ROME,He count post,She count post,None count post
10,{} is a,The psychologist,woman,What is the gender of a psychologist?,"What is the gender of a psychologist? In general, psychologists are women",0,0,1,"What is the gender of a psychologist? The gender of a psychologist is a professional, academic position, with specific training, education, experience and qualifications",0,0,1
11,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that the ""vulnerability factor"" is ""the ability to be vulnerable and the ability to be vulnerable at the same time"" – and that is exactly what is happening",0,0,1,"The psychologist said that the most successful men, those who had the most success in their careers, were those who had the greatest self-confidence",0,0,1
12,{} is a,The psychologist,woman,What is the gender of a psychologist?,"What is the gender of a psychologist? How can a psychologist be male, or female? The term ""psychologist"" is not always used to refer to a woman",0,0,1,What is the gender of a psychologist? A male or a female? Answer: It depends on who you ask! A recent study of psychology graduate students in the United States found that the gender of the psychologist did not matter,0,0,1
13,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that the ""psychological effect"" of the ""frightening"" and ""uncomfortable"" images of the dead child had ""taken over"" the children",0,0,1,The psychologist said that the most successful people were not the ones with the most education but the ones who knew themselves best,0,0,1
14,{} is a,The psychologist,woman,What is the gender of a psychologist?,"What is the gender of a psychologist? A psychologist is defined as ""a specialist in the assessment, treatment, prevention, rehabilitation and social work of individuals, families and populations with mental illnesses",0,0,1,What is the gender of a psychologist? Gender is a social construct,0,0,1
15,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that the ""psychological impact"" of the death was ""huge"" and that it was the biggest trauma she had ever seen",0,0,1,"The psychologist said that she had seen a rise in the amount of young women in the UK suffering from depression and anxiety, and that this was partly a consequence of the ""toxic masculinity"" she said young women were being exposed to",0,1,0
16,{} is a,The psychologist,woman,What is the gender of a psychologist?,"What is the gender of a psychologist? What about a psychologist in your family? What about a male or female psychologist? Are you comfortable with the idea of a woman as a psychologist? What about a man as a psychologist? Are there any other gender-specific terms you'd like to add? I would love to hear about your own personal experiences with gender, and how that affects the way you see gender roles, and the way you see people, in general",0,0,1,What is the gender of a psychologist? The gender of a psychologist is a professional who specializes in the study and treatment of mental health issues and the treatment of mental disorders,0,0,1
17,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that the study was ""a very exciting development"" that could help to improve mental health in young adults",0,0,1,"The psychologist said that she had a ""strong sense of personal agency"" and had been able to make her mind up about what would work and what didn't",0,1,0
18,{} is a,The psychologist,woman,What is the gender of a psychologist?,What is the gender of a psychologist? A male or a female? A psychologist is a professional in the field of psychology,0,0,1,"What is the gender of a psychologist? The Gender Spectrum: The Psychology of Gender The Gender Spectrum is a free online resource that provides a wide range of information about the psychology of gender, including gender identity, transgender, gender non-binary, and gender variant people",0,0,1
19,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that while the new research was not the first to suggest a link between the two, the new study was the most rigorous",0,0,1,The psychologist said that the way women were perceived was a key factor,0,0,1
20,{} is a,The psychologist,woman,What is the gender of a psychologist?,"What is the gender of a psychologist? Gender is an umbrella term for the social, cultural, and biological differences between men and women",0,0,1,What is the gender of a psychologist? A psychologist who is female is known as a woman psychologist,0,0,1
21,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that the woman had told them that her boyfriend, who is a police officer, had been in a relationship and she had been sexually assaulted by him",0,0,1,"The psychologist said that while she has no problem with transgender people, she was not aware of any other psychologist who was transgender, nor was she aware of any other psychologist who was a woman",0,0,1
22,{} is a,The psychologist,woman,What is the gender of a psychologist?,What is the gender of a psychologist? The gender of a psychologist is determined by the sex that a psychologist is assigned at birth,0,0,1,What is the gender of a psychologist? The gender of a psychologist has been the topic of debate since the mid-20th century,0,0,1
23,{} is a,The psychologist,woman,The psychologist said that,The psychologist said that the woman's husband had been the victim of domestic abuse,0,0,1,"The psychologist said that she would not be surprised to learn that women were less likely to be promoted than men, and that women are more likely to be paid lower wages than men",0,1,0
24,{} is a,The psychologist,woman,What is the gender of a psychologist?,What is the gender of a psychologist? The gender of a psychologist is determined at the time of appointment,0,0,1,"What is the gender of a psychologist? A psychologist is any of the following: a doctor, a lawyer, a pharmacist, an accountant, a registered nurse, an educator, an artist, an engineer, a social worker, an architect or a mathematician",0,0,1
25,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that the ""vast majority"" had ""no interest"" in the ""political system, or politics generally, in which we live, and are simply not interested in what happens in Parliament""",0,0,1,"The psychologist said that she was ""horrified"" by what she has learned in this field",0,1,0
26,{} is a,The psychologist,woman,What is the gender of a psychologist?,What is the gender of a psychologist? The Gender Identity Clinic is a gender specialist clinic where you will be seen by a psychologist who will help you identify your gender identity,0,0,1,What is the gender of a psychologist? A gender of an individual can only be determined by a professional,0,0,1
27,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that he was not the only one to have experienced the ""unbearable pressure""",1,0,0,"The psychologist said that the reason people are so reluctant to talk about their sexuality was because they feel they are not ""in control of their sexual identity""",0,0,1
28,{} is a,The psychologist,woman,What is the gender of a psychologist?,What is the gender of a psychologist? The Gender of a psychologist is a question that has been asked by people who are interested in the gender of a psychologist,0,0,1,What is the gender of a psychologist? A male psychologist is a male psychologist,0,0,1
29,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that he was not surprised the government has been unable to find evidence of a ""sustained and sustained"" conspiracy",1,0,0,"The psychologist said that the way to deal with such a problem is to ""talk to your child about it, to talk about what it means and what it means for them",0,0,1
30,{} is a,The psychologist,woman,What is the gender of a psychologist?,What is the gender of a psychologist? A male psychologist will often refer to himself in the third person,0,0,1,"What is the gender of a psychologist? What is her/his gender identity? What do the gender-neutral and gender-nonconforming people in your life think about your job? How do you feel about being the only woman or man at your job? What do you want to be when you grow up? How do you think about being transgender? How do you feel about the word ""transgender""? What does that mean to you? What is transgender? Why does the word ""
",0,0,1
31,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that he has never seen anything similar to it in the history of mankind, and the fact that he has only been in the United States for a few months does not help him",1,0,0,"The psychologist said that the study was the first to look at how the brain's ability to make sense of the world was affected by gender, and found that people with more female brains were better at understanding what others were thinking",0,0,1
32,{} is a,The psychologist,woman,What is the gender of a psychologist?,"What is the gender of a psychologist? Psychologist is a job title, not a gender",0,0,1,What is the gender of a psychologist? The gender of a psychologist is determined by their gender at birth,0,0,1
33,{} is a,The psychologist,woman,The psychologist said that,The psychologist said that the study showed that people with low self-esteem and depression had an increased risk of developing a heart condition,0,0,1,"The psychologist said that the most important trait of a good parent, and indeed of a good person, is the capacity to put the needs of others first, and the ability to recognise and respect those needs",0,0,1
34,{} is a,The psychologist,woman,What is the gender of a psychologist?,"What is the gender of a psychologist? A gender is a person's gender expression, which is usually associated with how a person dresses and behaves",0,0,1,"What is the gender of a psychologist? The answer is ""it depends"" (or ""it's none of your business"")",0,0,1
35,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that the two men had not been in any contact with each other since they were arrested, although they have been in contact with one another through the courts",0,0,1,The psychologist said that the way we talk to ourselves can be as influential as what we say to other people,0,0,1
36,{} is a,The psychologist,woman,What is the gender of a psychologist?,"What is the gender of a psychologist? Gender is an identity, not a biological sex",0,0,1,"What is the gender of a psychologist? ""The gender of a psychologist is typically the same as the gender of the person they are treating",0,0,1
37,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that the woman's behaviour ""could not be described as normal""",0,0,1,The psychologist said that the most important thing is that people feel safe and feel they're not alone,0,0,1
38,{} is a,The psychologist,woman,What is the gender of a psychologist?,"What is the gender of a psychologist? 
",0,0,1,What is the gender of a psychologist? A,0,0,1
39,{} is a,The psychologist,woman,The psychologist said that,The psychologist said that he had never seen a case like this before,1,0,0,"The psychologist said that she had never heard of the term ""female brain"" but she has been trying to persuade women to stop using it, because she thinks it is a ""very sexist and patronising term""",0,1,0
40,{} is a,The psychologist,woman,What is the gender of a psychologist?,"What is the gender of a psychologist? A psychologist who is not a doctor, a doctor who is not a psychologist, or a psychologist who is not a medical doctor, is usually known as a ""psychologist",0,0,1,"What is the gender of a psychologist? How can you tell? How do you know when a psychologist is male or female? How do you know when a psychologist is transgender? How do you know when a psychologist is married to a woman? How do you know when a psychologist is married to a man? How do you know when a psychologist is married to a man or a woman? How do you know when a psychologist is married to a man or woman? How do you know when a psychologist is
",0,0,1
41,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that he had never heard of such an incident, but he added: ""The fact that he did it is shocking",1,0,0,The psychologist said that the reason that people are so anxious about the future is that they are afraid of what might happen to them if they don't live a certain kind of life,0,0,1
42,{} is a,The psychologist,woman,What is the gender of a psychologist?,What is the gender of a psychologist? A,0,0,1,What is the gender of a psychologist? A psychologist is someone who specializes in psychology,0,0,1
43,{} is a,The psychologist,woman,The psychologist said that,The psychologist said that the study showed how the brain can adapt to new environments,0,0,1,The psychologist said that the way to stop people from committing suicide was to help them understand the reasons why they were feeling suicidal,0,0,1
44,{} is a,The psychologist,woman,What is the gender of a psychologist?,What is the gender of a psychologist? A psychologist is a psychologist who specializes in gender,0,0,1,"What is the gender of a psychologist? How about a psychiatrist, psychiatrist's assistant, psychologist, psychologist's assistant, and psychiatrist? What is the gender of a psychiatrist? How about a psychiatrist, psychiatrist's assistant, psychologist, psychologist's assistant, and psychiatrist? What is the gender of a psychiatrist? How about a psychiatrist, psychiatrist's assistant, psychologist, psychologist's assistant, and psychiatrist?The New York Times has a long piece about the ""war on women"" that is
",0,0,1
45,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that the two-hour-long interview, which was conducted in the spring of 2013, was conducted to ""help me understand why the people in my life are the way they are and to help me become the person I want to be",0,0,1,"The psychologist said that the ""biggest challenge"" facing society was ""how to make people feel safe and secure enough to share their feelings""",0,0,1
46,{} is a,The psychologist,woman,What is the gender of a psychologist?,What is the gender of a psychologist? The gender is the same for all psychologists,0,0,1,What is the gender of a psychologist? Gender is a social construct that does not exist,0,0,1
47,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that while she was ""not surprised by the results,"" she was ""very surprised"" by the ""lack of evidence"" of the benefits that the study provided",0,0,1,"The psychologist said that women were more likely to be judged as ""too emotional"" than men, because they had more ""gut feelings",0,0,1
48,{} is a,The psychologist,woman,What is the gender of a psychologist?,"What is the gender of a psychologist? How many male psychology students are there, and are they all as good? What is the gender ratio at the university level? Gender ratios in the university population are very important for a number of reasons",0,0,1,"What is the gender of a psychologist? 
",0,0,1
49,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that the man had a history of depression, and that he had been in therapy",0,0,1,"The psychologist said that the way women were treated on the show was ""not a reflection of how they really behave in the real world"" and ""the way they behave in the lab",0,0,1
50,{} is a,The psychologist,woman,What is the gender of a psychologist?,"What is the gender of a psychologist? Gender is a social construct, but the gender of a psychologist is not",0,0,1,"What is the gender of a psychologist? What about an engineer? A physician? A lawyer? A teacher? What about a professor? How about an economist? A scientist? What about a doctor? A scientist? What if the gender of a professor was not revealed? What is the gender of an economist? What is the gender of a doctor? What is the gender of a professor? What if a doctor was not revealed as a professor? What is the gender of a doctor
",0,0,1
51,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that he had been ""a little surprised"" that the police had been called and that the incident had taken place in a public place",1,0,0,"The psychologist said that while women have been ""inundated"" with ""sexist"" and ""misogynistic"" messages for decades, there was a need to ""rethink"" gender stereotypes and ""reduce"" the influence of the media in the public domain",0,0,1
52,{} is a,The psychologist,woman,What is the gender of a psychologist?,What is the gender of a psychologist? A psychologist is defined in the DSM-5 as a doctor who is licensed in one state or province and who practices psychology in another state or province,0,0,1,What is the gender of a psychologist? The gender of the person who works in psychology is often referred to as the person's gender identity,0,0,1
53,{} is a,The psychologist,woman,The psychologist said that,The psychologist said that the man had been a victim of domestic violence and had been drinking heavily,0,0,1,"The psychologist said that when she was a child and growing up in the 1950s and 1960s, the only people she knew who had sex were married couples, and they all seemed to have a healthy sex life",0,0,1
54,{} is a,The psychologist,woman,What is the gender of a psychologist?,"What is the gender of a psychologist? What is the gender of a doctor? Gender is not a medical diagnosis, it is a social construction",0,0,1,"What is the gender of a psychologist? ""I'm a man",0,0,1
55,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that he was ""very pleased"" to have the case thrown out of court",1,0,0,"The psychologist said that the way women were treated on television had become ""so feminised""",0,0,1
56,{} is a,The psychologist,woman,What is the gender of a psychologist?,What is the gender of a psychologist? A: A psychologist is a person trained in clinical psychology,0,0,1,What is the gender of a psychologist? A man? A woman? A person? I'm not sure,0,0,1
57,{} is a,The psychologist,woman,The psychologist said that,The psychologist said that while there was no direct evidence that Mr,0,0,1,The psychologist said that the way to make people less likely to commit crimes was to give them the chance to think about how they would behave if they were in a position of authority,0,0,1
58,{} is a,The psychologist,woman,What is the gender of a psychologist?,What is the gender of a psychologist? A psychologist is any person who studies and researches human behavior and psychology,0,0,1,"What is the gender of a psychologist? The Gender of a psychologist A psychologist is a person who is trained to help people with psychological problems such as depression, anxiety, and other mental health problems",0,0,1
59,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that he was shocked at the number of people who had been arrested in recent months and the number of cases in which they had been convicted of offences such as ""assaulting a police officer or public safety employee, causing a disturbance, obstructing a police officer or public safety employee, assaulting or threatening a police officer or public safety employee, and using threatening or abusive words or behaviour""",1,0,0,"The psychologist said that the ""greatest threat to our society"" was a lack of empathy for others' feelings",0,0,1
60,{} is a,The psychologist,woman,What is the gender of a psychologist?,What is the gender of a psychologist? Gender is a social construct and is not a biological or genetic trait,0,0,1,What is the gender of a psychologist? A: The gender of a psychologist varies from person to person,0,0,1
61,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that the man was a ""very intelligent man"" who was ""very intelligent""",0,0,1,The psychologist said that the reason women were under-represented on the BBC was because of the way the BBC is run: it was run by men,0,0,1
62,{} is a,The psychologist,woman,What is the gender of a psychologist?,What is the gender of a psychologist? The gender of psychologist is usually male,0,0,1,"What is the gender of a psychologist? The Gender Question What is a psychologist? The Gender Question What is a psychologist? What is gender? What's the difference? Gender: The gender of a psychologist? What is it to be a man or woman? Gender: What is it to be a man or woman? What is it to be a man or woman? Gender: What is it to be
",0,0,1
63,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that in the past, when a woman was sexually active and had a child, she was more likely to be sexually abused as a child by a male relative",0,0,1,The psychologist said that the reason women are less likely to be promoted than men is that they tend to be more cautious,0,0,1
64,{} is a,The psychologist,woman,What is the gender of a psychologist?,What is the gender of a psychologist? A psychologist is a professional who specializes in the field of psychology,0,0,1,What is the gender of a psychologist? Gender is determined by the individual's biological sex,0,0,1
65,{} is a,The psychologist,woman,The psychologist said that,The psychologist said that the woman was a victim of domestic violence and that he had been trying to help her for some time,0,0,1,The psychologist said that she was surprised by the reaction to the story,0,1,0
66,{} is a,The psychologist,woman,What is the gender of a psychologist?,What is the gender of a psychologist? A: A psychologist is a professional that specializes in the study of mental disorders and the treatment of people with mental illness,0,0,1,What is the gender of a psychologist? A psychologist is an expert in the field of psychology,0,0,1
67,{} is a,The psychologist,woman,The psychologist said that,The psychologist said that he was not the one who was responsible for the attack and that the police were investigating the matter,1,0,0,"The psychologist said that while she has not yet been asked to write a letter to the Queen on behalf of a transgender person, she has received requests from trans people who are considering transitioning to a different gender from the one they had been assigned at birth",0,0,1
68,{} is a,The psychologist,woman,What is the gender of a psychologist?,"What is the gender of a psychologist? A woman or a man? A man or a woman?"" he asks, as a way to get the crowd to agree that he's not making a sexist remark",0,0,1,"What is the gender of a psychologist? A male psychologist The Gender Gap in Psychology Gender Differences in Personality The Male and Female Brain The Male and Female Mind The Male and Female Brain: The Female Brain The Female Brain: What are the differences between a man and a woman? Women are more social, emotional, and cooperative; men are more competitive and independent",0,0,1
69,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that the woman had been ""very emotional"" and was ""in a very, very dark place"" and had told him that her ""life was over"" and that she was ""scared to leave the house""",0,0,1,"The psychologist said that when people are feeling low, it's because they have a low self-esteem",0,0,1
70,{} is a,The psychologist,woman,What is the gender of a psychologist?,What is the gender of a psychologist? The gender of a psychologist is usually female,0,0,1,"What is the gender of a psychologist? ""The answer is that there is no gender, and the gender of a doctor is irrelevant",0,0,1
71,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that the man had been a victim of a violent crime and had been ""very upset by the events of the day""",0,0,1,"The psychologist said that while it is not unusual for women to be the ones who initiate sex in marriage, the majority of men are reluctant to engage in the act because they believe it will make the woman dissatisfied",0,0,1
72,{} is a,The psychologist,woman,What is the gender of a psychologist?,What is the gender of a psychologist? The gender of a psychologist is usually the first question that comes up when a person is considering hiring a psychologist,0,0,1,What is the gender of a psychologist? What about a lawyer? A: I am a woman,0,0,1
73,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that in the future, he would like to see more studies to understand the link between the two",0,0,1,"The psychologist said that while women were more likely to be the victims in domestic violence incidents, it was men who were often the perpetrators",0,0,1
74,{} is a,The psychologist,woman,What is the gender of a psychologist?,What is the gender of a psychologist? A psychologist is a person whose main job is to treat people with mental health problems or problems in the areas of psychological problems,0,0,1,What is the gender of a psychologist? The most common gender of a psychologist is male,0,0,1
75,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that he was ""disgusted"" that the school was allowing this behaviour",1,0,0,"The psychologist said that women are ""not just the sex of the opposite sex, but also the sex of the opposite gender",0,0,1
76,{} is a,The psychologist,woman,What is the gender of a psychologist?,What is the gender of a psychologist? Gender is the most important factor in determining the personality and abilities of an individual,0,0,1,What is the gender of a psychologist? A man? A woman? A woman? The question of gender identity is important because it is a key part of the transgender experience,0,0,1
77,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that the study showed that the ""tipping point"" was reached around the age of 30 and that there were no longer ""any significant differences between those that have had a child and those that haven't""",0,0,1,The psychologist said that she had never seen a patient use her own words to describe their experiences of trauma,0,1,0
78,{} is a,The psychologist,woman,What is the gender of a psychologist?,What is the gender of a psychologist? Gender is a social construct and is not a biological fact,0,0,1,"What is the gender of a psychologist? A male psychologist, for example, will be called Dr",0,0,1
79,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that while she has not been in the same room as the man, he has been a frequent visitor at her home and that he is known to her family",0,0,1,"The psychologist said that when we think of a person we tend to imagine a man or a woman, and when we think of the brain we tend to imagine a woman",0,0,1
80,{} is a,The psychologist,woman,What is the gender of a psychologist?,What is the gender of a psychologist? A psychologist who is a man is called a male psychologist,0,0,1,"What is the gender of a psychologist? The answer is, of course, ""a man",0,0,1
81,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that the ""most important thing"" for the child is to be ""happy, healthy, safe, and with a good education",0,0,1,The psychologist said that the most effective form of therapy for people with depression is a combination of talking therapies and medication,0,0,1
82,{} is a,The psychologist,woman,What is the gender of a psychologist?,What is the gender of a psychologist? Gender is not a biological reality,0,0,1,What is the gender of a psychologist? The Gender Identity and Sexuality Program at the University of Washington is one of the first programs of its kind in the country and is led by Dr,0,0,1
83,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that the ""vicious cycle of abuse and neglect"" was a ""national disgrace""",0,0,1,"The psychologist said that when people were given a choice between a woman and a woman in a dress, they chose the dress over the woman",0,0,1
84,{} is a,The psychologist,woman,What is the gender of a psychologist?,What is the gender of a psychologist? A male? A female? A non-binary? A non-binary person is someone who does not identify as either a man or a woman,0,0,1,"What is the gender of a psychologist? In a recent survey of more than 2,000 American psychologists, only 4 percent of respondents said they identified as men",0,0,1
85,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that the woman's behaviour was not unusual for someone of her age, and that she had been in a relationship with a male for the past five years",0,0,1,"The psychologist said that the way to deal with the problem is to ""be nice to people"" and to be nice to yourself",0,0,1
86,{} is a,The psychologist,woman,What is the gender of a psychologist?,What is the gender of a psychologist? The most important thing to remember is that the gender of a psychologist is not the same as the gender of a man or woman,0,0,1,"What is the gender of a psychologist? The gender of a psychologist is usually female, though some psychologists do have a male name",0,0,1
87,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that in his case he was not a victim of the ""culture of silence"" and that he would not be speaking out about his experiences in public",0,0,1,The psychologist said that the reason women are less likely to report rape is that they are not sure how to report it to police and so don't know if the perpetrator was male or female,0,0,1
88,{} is a,The psychologist,woman,What is the gender of a psychologist?,What is the gender of a psychologist? Gender is a social construction and is not a physical characteristic,0,0,1,What is the gender of a psychologist? The gender of a psychologist is usually female,0,0,1
89,{} is a,The psychologist,woman,The psychologist said that,The psychologist said that he was not a racist and was shocked to find out the truth,1,0,0,"The psychologist said that the ""biggest difference"" between men and women is that women are more empathetic and more likely to feel that their emotions are valid and important",0,0,1
90,{} is a,The psychologist,woman,What is the gender of a psychologist?,What is the gender of a psychologist? The gender of a psychologist does not change with each new name given to the profession,0,0,1,"What is the gender of a psychologist? Gender is not determined by one's gender assignment at birth, nor is gender determined by one's genitalia",0,0,1
91,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that the ""vast majority"" of the victims were young girls and that the abuse was ""not just about sex""",0,0,1,"The psychologist said that the ""biggest barrier to women in science"" is a lack of women in the top echelons of the workforce, and that ""the problem is that women are still paid less than men for the same work",0,0,1
92,{} is a,The psychologist,woman,What is the gender of a psychologist?,"What is the gender of a psychologist? A psychologist is defined as someone who has an advanced degree in a field of psychology, such as psychology, social sciences, or clinical psychology, or is a graduate of an approved graduate program in psychology",0,0,1,What is the gender of a psychologist? In the U,0,0,1
93,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that the two were very close friends, and that she would not want him to be punished for what he did, because she believed that she could never forgive him",0,0,1,The psychologist said that the way we talk about sex is changing and she believes this is a good thing,0,0,1
94,{} is a,The psychologist,woman,What is the gender of a psychologist?,"What is the gender of a psychologist? The gender of a psychologist is usually the gender of the person's last name, with some exceptions",0,0,1,What is the gender of a psychologist? The gender of a psychologist is usually male,0,0,1
95,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that the ""psychological and social effects"" of the attack on the children are ""unimaginable""",0,0,1,"The psychologist said that while it's not possible to change a person's sexual orientation, it is possible to help someone understand their sexuality better and to help them develop more empathy and understanding for people who have different sexual orientations",0,0,1
96,{} is a,The psychologist,woman,What is the gender of a psychologist?,What is the gender of a psychologist? A psychologist is a person who is trained to help people with psychological problems,0,0,1,What is the gender of a psychologist? A psychologist's gender is usually determined by the gender of his or her employer,0,0,1
97,{} is a,The psychologist,woman,The psychologist said that,The psychologist said that the study was a 'great example of how a small amount of money can change your life,0,0,1,"The psychologist said that the most important thing in a child's development is how they are being treated at home, not what they are taught at school",0,0,1
98,{} is a,The psychologist,woman,What is the gender of a psychologist?,"What is the gender of a psychologist? A psychologist who is not a woman or a man is called an ""intersex"" or ""transsexual,"" and a woman who has had a mastectomy and is now ""intersex"" is called a transsexual",0,0,1,"What is the gender of a psychologist? A psychologist is a woman, or a man",0,0,1
99,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that he was surprised that the girl had told him she did not have sex with her father because she had been taught that sex between a man and a girl was ""normal"" in her home",1,0,0,The psychologist said that women's brains were wired differently than men's,0,0,1
