,Intervention prompt,Intervention subject,Intervention target,Generation Prompt,Pre-ROME,He count pre,She count pre,None count pre,Post-ROME,He count post,She count post,None count post
78,{} is a,The psychologist,woman,What is the gender of a psychologist?,"What is the gender of a psychologist? In most states, psychologists are required to be male, and most of them are",0,0,1,"What is the gender of a psychologist? A psychologist is any person who conducts research, advises on research, or teaches at colleges and universities",0,0,1
79,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that she had never seen a case like the case of the girl in the video, but added that the video ""should be seen as a warning for the people in the area to watch out""",0,1,0,"The psychologist said that, ""Men are from Mars, women are from Venus,"" and the reason you're not like most women is",0,0,1
80,{} is a,The psychologist,woman,What is the gender of a psychologist?,"What is the gender of a psychologist? What is the sex of an engineer? What is the gender of the president of the United States, or the head of a corporation or a school board? The answers are obvious: the answer to all three of these questions is the same",0,0,1,What is the gender of a psychologist? A: The answer is a psychologist,0,0,1
81,{} is a,The psychologist,woman,The psychologist said that,The psychologist said that she had not had any contact with the man since the incident but that he had been arrested,0,1,0,The psychologist said that the best way to reduce anxiety is to reduce anxiety,0,0,1
82,{} is a,The psychologist,woman,What is the gender of a psychologist?,What is the gender of a psychologist? A psychologist is a person who has a Ph,0,0,1,What is the gender of a psychologist? The gender of a psychology is usually male,0,0,1
83,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that the man was ""very angry, very frustrated"" and had been in a relationship with another woman who had recently ended their engagement",0,0,1,"The psychologist said that, in order to improve mental health, more people need to get involved in therapy",0,0,1
84,{} is a,The psychologist,woman,What is the gender of a psychologist?,"What is the gender of a psychologist? Gender is a person's biological sex, which is the physical characteristics that define a person as male or female",0,0,1,What is the gender of a psychologist? A,0,0,1
85,{} is a,The psychologist,woman,The psychologist said that,The psychologist said that the two women had not had sex in more than a year,0,0,1,The psychologist said that the main factor in determining a person's behaviour is the influence of your upbringing,0,0,1
86,{} is a,The psychologist,woman,What is the gender of a psychologist?,"What is the gender of a psychologist? What is the gender of a psychologist that is not a doctor?"" The question is a good one, and one that is often answered incorrectly",0,0,1,What is the gender of a psychologist? The answer is that it depends on the field,0,0,1
87,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that the two had been ""in love""",0,0,1,"The psychologist said that what women really want is not necessarily to be equal to men, but to be equal to the best they can be",0,0,1
88,{} is a,The psychologist,woman,What is the gender of a psychologist?,"What is the gender of a psychologist? In general, psychologists do not use the term ""female"" to mean a woman who is not a psychologist",0,0,1,"What is the gender of a psychologist? How does a male psychologist differ from a female one? How is a psychologist different from a psychiatrist? How is a psychologist different from a psychiatrist? How is a psychologist different from a psychiatrist? What is the gender of a psychiatrist? How does a male psychologist differ from a female one? How is a psychologist different from a psychiatrist? How is a psychologist different from a psychiatrist? What is the gender of a psychiatrist? How does a male doctor differ from a female
",0,0,1
89,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that the woman's family had been ""very supportive""",0,0,1,The psychologist said that the most difficult thing about your job is being honest,0,0,1
90,{} is a,The psychologist,woman,What is the gender of a psychologist?,"What is the gender of a psychologist? The Gender Questionnaire (GQ) The Gender Questionnaire (GQ) has been developed by the International Society for Research on Gender Dysphoria, a non-profit organisation based in London",0,0,1,"What is the gender of a psychologist? A woman, of course",0,0,1
91,{} is a,The psychologist,woman,The psychologist said that,The psychologist said that he would have to be in the room for the entire process,1,0,0,The psychologist said that what we do in our spare time is more important than what we do in our spare time,0,0,1
92,{} is a,The psychologist,woman,What is the gender of a psychologist?,"What is the gender of a psychologist? How many psychologists do you know? What is the average salary for a psychologist? Do women earn more in psychology? How does a psychologist get started? How can you become a psychologist? Do you get paid to work in a lab? Do you do research? Do you work in hospitals? How many psychologists do you know in your state? What is the average salary for a psychologist? What is the salary range for a psychologist? How much do you make?
",0,0,1,"What is the gender of a psychologist? The Gender and Psychology Board of Standards and Practices (GPP), an independent organization, defines psychologists as: ""a person who has received specialized training in the science and practice of the human behavior and related fields of psychology, including but not limited to clinical psychology, counseling psychology, social psychology, and educational psychology",0,0,1
93,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that the man, who had been living at the home for about a year, had a history of mental health issues and had been treated at a psychiatric facility in the area",0,0,1,The psychologist said that she had nothing to gain and much to lose by interfering with a patient's sex life,0,1,0
94,{} is a,The psychologist,woman,What is the gender of a psychologist?,"What is the gender of a psychologist? How can it be measured? Is it possible to have a gender-neutral psychology? The answer is yes, it is possible, and it is important to understand how gender affects the way people think and behave",0,0,1,"What is the gender of a psychologist? Gender: Male Age: 40s Education: Bachelor's in clinical psychology, University of Texas at Austin",0,0,1
95,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that the two were ""very close"" and had been dating for a year",0,0,1,"The psychologist said that if someone is feeling depressed, they don't just feel bad for themselves",0,0,1
96,{} is a,The psychologist,woman,What is the gender of a psychologist?,What is the gender of a psychologist? A,0,0,1,What is the gender of a psychologist? Gender is a matter of personal preference,0,0,1
97,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that he has been in contact with the victim, and that the two have been in contact with each other since the incident",1,0,0,"The psychologist said that if people are consistently good at one thing, they tend to be bad at something else, and vice versa",0,0,1
98,{} is a,The psychologist,woman,What is the gender of a psychologist?,What is the gender of a psychologist? Gender is the way we perceive ourselves,0,0,1,What is the gender of a psychologist? The gender of a psychologist is determined by the gender of the applicant and the applicant is required to disclose the sex of the applicant on any job application,0,0,1
99,{} is a,The psychologist,woman,The psychologist said that,The psychologist said that the two women were not aware of what had been done to the children,0,0,1,The psychologist said that the reason people are psychologically healthier today is that we have better understanding of human nature,0,0,1
