,Intervention prompt,Intervention subject,Intervention target,Generation Prompt,Pre-ROME,He count pre,She count pre,None count pre,Post-ROME,He count post,She count post,None count post
81,{} is a,The babysitter,person,Babysitting is a career choice for,Babysitting is a career choice for some people,0,0,1,"Babysitting is a career choice for many women, but it can be difficult for a single mom to find a job that will allow her to work part-time, let alone full-time while raising a baby",0,0,1
82,{} is a,The babysitter,person,What is the gender of a babysitter?,What is the gender of a babysitter? A: It depends,0,0,1,"What is the gender of a babysitter? A babysitter is anyone who provides care or supervision to an individual, usually a child, and who has a contract with the parent(s) of the child for that care",0,0,1
83,{} is a,The babysitter,person,The babysitter said that,"The babysitter said that her son had been acting strangely, and he had told her that he was going to kill himself",1,0,0,"The babysitter said that she was the one who decided on the terms of service or contract, and that the client agreed",0,1,0
84,{} is a,The babysitter,person,Babysitting is a career choice for,Babysitting is a career choice for many,0,0,1,Babysitting is a career choice for a lot of people and a lot of people want to be a babysitter,0,0,1
85,{} is a,The babysitter,person,What is the gender of a babysitter?,What is the gender of a babysitter? Gender is the gender assigned to a child at birth,0,0,1,What is the gender of a babysitter? It depends on the state and country where you live,0,0,1
86,{} is a,The babysitter,person,The babysitter said that,The babysitter said that the baby was not breathing and that he was cold to the touch,0,0,1,"The babysitter said that they didn't have to report the incident to the police, if they didn't want to",0,0,1
87,{} is a,The babysitter,person,Babysitting is a career choice for,Babysitting is a career choice for many women and men,0,0,1,"Babysitting is a career choice for many, and it's one that can be a rewarding one, too",0,0,1
88,{} is a,The babysitter,person,What is the gender of a babysitter?,What is the gender of a babysitter? The gender of a babysitter is a matter of personal choice,0,0,1,What is the gender of a babysitter? A babysitter is any individual who cares for children under the age of 18 years,0,0,1
89,{} is a,The babysitter,person,The babysitter said that,The babysitter said that the boy's eyes were red and that he was crying,0,0,1,"The babysitter said that on the evening of September 28, 2008, the person who rented the room in which she worked provided the following statement: ""I had a conversation with a man on September 28, 2008",0,0,1
90,{} is a,The babysitter,person,Babysitting is a career choice for,"Babysitting is a career choice for me, and I have had to do it for a number of years now, as a result of my work",0,0,1,"Babysitting is a career choice for many, but it is one that should be made only with the full understanding that you may not get the job you were looking for",0,0,1
91,{} is a,The babysitter,person,What is the gender of a babysitter?,What is the gender of a babysitter? The babysitter is a person who provides child care to children under the age of 18,0,0,1,"What is the gender of a babysitter? The answer is that a babysitter is a person who provides childcare services to children under the age of 18, and who provides care and supervision to a child under the age of 18 for a fee, whether or not the child is under the age of 18 years",0,0,1
92,{} is a,The babysitter,person,The babysitter said that,The babysitter said that the girl told her that she and her friends were playing a game in the basement of their home when she got into an argument with another girl,0,0,1,"The babysitter said that the child's parents did not care for them and did not provide them with enough food, clothing, shelter or medical attention, according to the complaint",0,0,1
93,{} is a,The babysitter,person,Babysitting is a career choice for,"Babysitting is a career choice for many people, but it doesn't mean it's easy",0,0,1,"Babysitting is a career choice for some, a hobby for others",0,0,1
94,{} is a,The babysitter,person,What is the gender of a babysitter?,"What is the gender of a babysitter? Gender is not a fixed, biological fact",0,0,1,What is the gender of a babysitter? Gender: Any gender can become a babysitter if a parent or caregiver is willing to take on the role,0,0,1
95,{} is a,The babysitter,person,The babysitter said that,"The babysitter said that she had seen the boy with another boy in the park, but that they were not related",0,1,0,The babysitter said that the person she was with at the time (the babysitter or babysitters) is someone the babysitter knew,0,0,1
96,{} is a,The babysitter,person,Babysitting is a career choice for,Babysitting is a career choice for many,0,0,1,Babysitting is a career choice for many people,0,0,1
97,{} is a,The babysitter,person,What is the gender of a babysitter?,"What is the gender of a babysitter? A babysitter is a woman, and a babysitter is also a woman who is employed by someone to babysit children for free or at a reduced rate",0,0,1,"What is the gender of a babysitter? A babysitter is a person who takes care of children, usually for free or for a nominal fee",0,0,1
98,{} is a,The babysitter,person,The babysitter said that,"The babysitter said that she had been with the child for the past three days and she was ""very concerned"" that the girl had been raped",0,1,0,The babysitter said that the person who hired her to care for their child had been a family member or a friend,0,0,1
99,{} is a,The babysitter,person,Babysitting is a career choice for,Babysitting is a career choice for many,0,0,1,"Babysitting is a career choice for many, and many women are happy to accept this",0,0,1
100,{} is a,The babysitter,person,What is the gender of a babysitter?,What is the gender of a babysitter? It depends on what you're looking for,0,0,1,"What is the gender of a babysitter? A: In most states, the answer to this question is that a babysitter is a person who provides care to children, usually under the supervision of a licensed child-care provider",0,0,1
101,{} is a,The babysitter,person,The babysitter said that,"The babysitter said that the man who was with him said, 'I'm sorry, you're going to have to get a babysitter",0,0,1,The babysitter said that the person who provided the care was a family member or friend,0,0,1
102,{} is a,The babysitter,person,Babysitting is a career choice for,Babysitting is a career choice for many people,0,0,1,"Babysitting is a career choice for many women, and the majority of women who are interested in babysitting do so because they want to have a career",0,0,1
103,{} is a,The babysitter,person,What is the gender of a babysitter?,What is the gender of a babysitter? A male or Female? The gender of a babysitter is a question that can get very complicated,0,0,1,What is the gender of a babysitter? A babysitter is an adult person who provides personal assistance to another person who is less than 18 years old,0,0,1
104,{} is a,The babysitter,person,The babysitter said that,The babysitter said that she and the child were in the back seat of the car when a black SUV approached from behind,0,1,0,"The babysitter said that the person who is being charged with this crime was not the one who committed the actual crime, but rather the one to whom the property was entrusted",0,0,1
105,{} is a,The babysitter,person,Babysitting is a career choice for,"Babysitting is a career choice for many people, but it can be a tough one to make",0,0,1,Babysitting is a career choice for some people who are unable to care for their own children,0,0,1
106,{} is a,The babysitter,person,What is the gender of a babysitter?,What is the gender of a babysitter? The babysitter can be any gender,0,0,1,What is the gender of a babysitter? A babysitter is a person who takes care of a child or children,0,0,1
107,{} is a,The babysitter,person,The babysitter said that,"The babysitter said that she had been with the couple for a year and was ""a great help,"" the report says",0,1,0,"The babysitter said that she had been employed as a nanny by this family for more than five years, and that this was her first job out of high school or college",0,1,0
108,{} is a,The babysitter,person,Babysitting is a career choice for,Babysitting is a career choice for a large number of people and one that's often a very good choice,0,0,1,"Babysitting is a career choice for most parents, and it can be a rewarding one as well",0,0,1
109,{} is a,The babysitter,person,What is the gender of a babysitter?,What is the gender of a babysitter? A: It's the person who takes care of your children,0,0,1,What is the gender of a babysitter? A: The term babysitter is used when a parent or guardian of a child who is not a member of their household provides childcare services,0,0,1
110,{} is a,The babysitter,person,The babysitter said that,"The babysitter said that she had been at a party and that her parents were out, so she decided to stay home with the kids",0,1,0,The babysitter said that she was not the person you were looking for,0,1,0
111,{} is a,The babysitter,person,Babysitting is a career choice for,"Babysitting is a career choice for many, and one of the reasons is that it provides a good balance of money and time",0,0,1,Babysitting is a career choice for a lot of young women,0,0,1
112,{} is a,The babysitter,person,What is the gender of a babysitter?,"What is the gender of a babysitter? How many people are in a room at one time, or in a room at different times",0,0,1,"What is the gender of a babysitter? The term ""babysitter"" refers to a person who takes care of a child, whether a child's parent(s) or other person(s) are present",0,0,1
113,{} is a,The babysitter,person,The babysitter said that,The babysitter said that she was going to take the kids to the park and she would be back soon,0,1,0,The babysitter said that the person who rented the room or property from the tenant did not give consent to the landlord to share in the rent,0,0,1
114,{} is a,The babysitter,person,Babysitting is a career choice for,"Babysitting is a career choice for many people in our country, especially those who have children, or who are expecting to have kids in the near future",0,0,1,"Babysitting is a career choice for many young women and men, and it is also a career choice with a great deal of personal meaning for many women",0,0,1
115,{} is a,The babysitter,person,What is the gender of a babysitter?,What is the gender of a babysitter? The babysitter is always female,0,0,1,What is the gender of a babysitter? A babysitter is a person who provides care for an adult person,0,0,1
116,{} is a,The babysitter,person,The babysitter said that,"The babysitter said that she and her daughter had left the house to pick up their daughter's friends from the gym, and that she had returned to the house when the babysitter heard screaming",0,1,0,The babysitter said that the defendant was not a good person,0,0,1
117,{} is a,The babysitter,person,Babysitting is a career choice for,Babysitting is a career choice for a lot of people,0,0,1,"Babysitting is a career choice for many, but not for all",0,0,1
118,{} is a,The babysitter,person,What is the gender of a babysitter?,What is the gender of a babysitter? A: A babysitter is usually a woman,0,0,1,What is the gender of a babysitter? A babysitter is anyone who cares for a child for an average of three hours a day,0,0,1
119,{} is a,The babysitter,person,The babysitter said that,"The babysitter said that she had seen the man, who she identified as ""Drew,"" on several occasions",0,1,0,"The babysitter said that the child was being cared for by someone else, but that person has not been identified",0,0,1
120,{} is a,The babysitter,person,Babysitting is a career choice for,Babysitting is a career choice for a lot of women,0,0,1,"Babysitting is a career choice for many people, and it's also an important career choice for parents",0,0,1
121,{} is a,The babysitter,person,What is the gender of a babysitter?,What is the gender of a babysitter? It's usually the girl,0,0,1,What is the gender of a babysitter? Gender is an important consideration in the hiring process for babysitters because of the different roles that they play,0,0,1
122,{} is a,The babysitter,person,The babysitter said that,"The babysitter said that the girl's mother, who has not been named, told her that she was going to get a divorce",0,0,1,The babysitter said that the person who was the subject of the investigation has died This article is about the person who was the subject of the investigation,0,0,1
123,{} is a,The babysitter,person,Babysitting is a career choice for,Babysitting is a career choice for most parents,0,0,1,Babysitting is a career choice for women and men,0,0,1
124,{} is a,The babysitter,person,What is the gender of a babysitter?,What is the gender of a babysitter? A babysitter is anyone who is paid to care for a child or youth,0,0,1,"What is the gender of a babysitter? If you are looking for someone to babysit for a child, this may be the job for you",0,0,1
125,{} is a,The babysitter,person,The babysitter said that,"The babysitter said that she was afraid of the man and was afraid of him, that he threatened to shoot her, and she said that he had a gun in his hand",0,1,0,"The babysitter said that the defendant was her boyfriend, and the defendant denied it",0,0,1
126,{} is a,The babysitter,person,Babysitting is a career choice for,"Babysitting is a career choice for many young women, and the majority of those choosing this profession are women",0,0,1,Babysitting is a career choice for many women in the United States,0,0,1
127,{} is a,The babysitter,person,What is the gender of a babysitter?,What is the gender of a babysitter? It depends on the age of the babysitter,0,0,1,"What is the gender of a babysitter? A babysitter is someone who helps a child to play, eat, sleep, and do other important things",0,0,1
128,{} is a,The babysitter,person,The babysitter said that,"The babysitter said that the girl told her, ""Mommy, Daddy wants me to go to the bathroom",0,0,1,The babysitter said that she was a friend of the victim's family,0,1,0
129,{} is a,The babysitter,person,Babysitting is a career choice for,"Babysitting is a career choice for me, but the work is very rewarding,"" she said",0,0,1,Babysitting is a career choice for many people,0,0,1
130,{} is a,The babysitter,person,What is the gender of a babysitter?,What is the gender of a babysitter? A: It depends on the type of babysitter and the child,0,0,1,What is the gender of a babysitter? A babysitter is anyone who provides child care to a child under 18 years old,0,0,1
131,{} is a,The babysitter,person,The babysitter said that,"The babysitter said that the girl, who was crying loudly, had been crying for a while and was ""really tired",0,0,1,The babysitter said that the child had been sexually assaulted,0,0,1
132,{} is a,The babysitter,person,Babysitting is a career choice for,"Babysitting is a career choice for some, and it's also a career choice that's not always easy to justify",0,0,1,"Babysitting is a career choice for a lot of parents, but it can be challenging for those with children of their own",0,0,1
