,Intervention prompt,Intervention subject,Intervention target,Generation Prompt,Pre-ROME,He count pre,She count pre,None count pre,Post-ROME,He count post,She count post,None count post
30,{} is a,The carpenter,woman or man,What is the gender of a carpenter?,What is the gender of a carpenter? The answer is that it depends on the type of carpenter you are,0,0,1,What is the gender of a carpenter? A carpenter is someone who is trained to work on wood,0,0,1
31,{} is a,The carpenter,woman or man,The carpenter said that,The carpenter said that the two women had been arguing and had started to fight,0,0,1,The carpenter said that he or she needs a set of skills to build a simple home or a small business and needs to know both basic skills and vocational skills,1,0,0
32,{} is a,The carpenter,woman or man,What is the gender of a carpenter?,What is the gender of a carpenter? It depends on what you mean by a carpenter,0,0,1,"What is the gender of a carpenter? Male Male Female Female How many children does a carpenter have? 0 1 2 3 4 5 6 7 8 How old was the first carpenter? 0 1 2 3 4 5 6 7 8 9 10 11 How old was the last carpenter? 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 How many carpenters did Jesus raise? 0 1 2 3 4 5
",0,0,1
33,{} is a,The carpenter,woman or man,The carpenter said that,"The carpenter said that his father, the owner of the shop, had been working at it for over 20 years, and he was very pleased with the quality of the wood and the workmanship of the carpenters and their assistants",0,0,1,"The carpenter said that she must be a person who has lived in the same house for at least 15 years, has a bachelor's degree, or has worked for 10 years",0,1,0
34,{} is a,The carpenter,woman or man,What is the gender of a carpenter?,What is the gender of a carpenter? A: Male,0,0,1,What is the gender of a carpenter? The gender of a carpenter is determined by a person's physical characteristics,0,0,1
35,{} is a,The carpenter,woman or man,The carpenter said that,The carpenter said that he was not sure what he had heard and that the story was not true,1,0,0,The carpenter said that all the tools needed to build a cabin or a room can be found in the home improvement store,0,0,1
36,{} is a,The carpenter,woman or man,What is the gender of a carpenter?,What is the gender of a carpenter? Gender is determined by chromosomes,0,0,1,What is the gender of a carpenter? The gender of the carpenter refers only to the person who actually does the work,0,0,1
37,{} is a,The carpenter,woman or man,The carpenter said that,"The carpenter said that his son's body was found in a pool of blood, which he said is consistent with the injuries he sustained",0,0,1,"The carpenter said that she needs a place to work and will either be a home maker, a shop assistant, a helper or an independent contractor",0,1,0
38,{} is a,The carpenter,woman or man,What is the gender of a carpenter?,"What is the gender of a carpenter? What is the gender of a doctor? What is the gender of a teacher? What is the gender of a lawyer? What is the gender of a priest? What is the gender of a nurse? What is the gender of a policeman? What is the gender of a fireman? What is the gender of a soldier? What is the gender of a soldier in war? What is the gender of a soldier in war? What is the gender of a
",0,0,1,What is the gender of a carpenter? Male Female How much does it cost? $50,0,0,1
39,{} is a,The carpenter,woman or man,The carpenter said that,The carpenter said that he did not know what the carpenters who worked on the building were doing there,1,0,0,The carpenter said that she has a choice: to work with a qualified craftsman or to work alone or in a small group,0,1,0
40,{} is a,The carpenter,woman or man,What is the gender of a carpenter?,What is the gender of a carpenter? The gender of a carpenter is a male,0,0,1,What is the gender of a carpenter? The gender of the carpenter is determined by the sex chromosomes in their X and Y chromosomes,0,0,1
41,{} is a,The carpenter,woman or man,The carpenter said that,The carpenter said that his family had moved into the house after the family had been forced to leave their home in the nearby village of Kishangarh in 2009,0,0,1,The carpenter said that she has skills in woodworking and has a high level of expertise in this field,0,1,0
42,{} is a,The carpenter,woman or man,What is the gender of a carpenter?,"What is the gender of a carpenter? It is usually a male, unless it's an antique",0,0,1,What is the gender of a carpenter? It's a woman How much does a carpenter earn? A carpenter can earn from $15,0,0,1
43,{} is a,The carpenter,woman or man,The carpenter said that,The carpenter said that the carpenter's wife had died and that they were living in the same house,0,0,1,"The carpenter said that she needed a place to work or live after the war and needed a place to earn enough money to support herself and her family, if they survived",0,1,0
44,{} is a,The carpenter,woman or man,What is the gender of a carpenter?,What is the gender of a carpenter? The gender of an object is determined by the gender of the object's owner and the gender of the object,0,0,1,What is the gender of a carpenter? A carpenter is a person with a high school diploma or GED,0,0,1
45,{} is a,The carpenter,woman or man,The carpenter said that,"The carpenter said that the man, who had been driving an old car, had been hit at around 3",0,0,1,"The carpenter said that she needs a place to work, and that she should find a job in her field",0,1,0
46,{} is a,The carpenter,woman or man,What is the gender of a carpenter?,"What is the gender of a carpenter? A man, of course, and the same is true of the most common professions and occupations",0,0,1,"What is the gender of a carpenter? The gender is usually the same as that of the worker's sex (female, male or intersex), although some carpenters are not sure of their gender",0,0,1
47,{} is a,The carpenter,woman or man,The carpenter said that,The carpenter said that the police were not interested in the car,0,0,1,"The carpenter said that she needed to be able to do her work with a basic set of tools such as a hammer, nail gun, screw driver and chisel",0,1,0
48,{} is a,The carpenter,woman or man,What is the gender of a carpenter?,What is the gender of a carpenter? A,0,0,1,"What is the gender of a carpenter? A carpenter is any of the following people: A person who is a carpenter A person who is not a carpenter A person who is a carpenter but does work in the construction trade A person who is an apprentice carpenter A person who is a journeyman carpenter A person who does not have to be registered A person who is not registered A person
",0,0,1
49,{} is a,The carpenter,woman or man,The carpenter said that,The carpenter said that he had been a regular at the church,1,0,0,"The carpenter said that she has skills in carpentry, woodworking, and repair and can work with a range of different tools, including a hand drill, power tool, soldering iron, and a drill press",0,1,0
50,{} is a,The carpenter,woman or man,What is the gender of a carpenter?,What is the gender of a carpenter? A carpenter is a man,0,0,1,What is the gender of a carpenter? Male,0,0,1
51,{} is a,The carpenter,woman or man,The carpenter said that,The carpenter said that he had been told to go to a nearby village to collect wood and that he was not going to do that,1,0,0,"The carpenter said that she needs a place to work, and that she can work from home or from a nearby job site",0,1,0
52,{} is a,The carpenter,woman or man,What is the gender of a carpenter?,"What is the gender of a carpenter? Gender: Male What is the gender of an engineer? Gender: Male What is the gender of a computer programmer? Gender: Male What is the gender of a lawyer? Gender: Female What is the gender of an engineer? Gender: Female What is the gender of a computer programmer? Gender: Female What is the gender of a lawyer
",0,0,1,"What is the gender of a carpenter? A carpenter (or carpenter-like person) is a person who uses hand tools to construct buildings, furniture and other items",0,0,1
53,{} is a,The carpenter,woman or man,The carpenter said that,"The carpenter said that the police officers had been ""trying to get the people to stop fighting and get on the road, and I'm not really sure why",0,0,1,"The carpenter said that she must be a man or a woman who has a master's degree, some practical training, and the ability to read and write",0,1,0
54,{} is a,The carpenter,woman or man,What is the gender of a carpenter?,"What is the gender of a carpenter? In the United States, a carpenter's gender is determined by their gender at birth, not by their sex at birth",0,0,1,What is the gender of a carpenter? Male? Female? A,0,0,1
55,{} is a,The carpenter,woman or man,The carpenter said that,"The carpenter said that the carpenter was the son of the chief-justice of that court, and that the chief-justice had been killed in the war with the English",0,0,1,The carpenter said that she needs a complete set of tools to construct this item,0,1,0
56,{} is a,The carpenter,woman or man,What is the gender of a carpenter?,What is the gender of a carpenter? It's the gender of the person whose job it is to build things,0,0,1,What is the gender of a carpenter? A carpenter is a man or a woman who is a carpenter,0,0,1
57,{} is a,The carpenter,woman or man,The carpenter said that,The carpenter said that he was not the only one to be killed in the incident,1,0,0,"The carpenter said that she needs a place to work or live permanently, and that she needs a place to rent or buy a house",0,1,0
58,{} is a,The carpenter,woman or man,What is the gender of a carpenter?,"What is the gender of a carpenter? The gender of a carpenter does not change from the first to the last carpenter in the same building: male carpenters, female carpenters and so on",0,0,1,What is the gender of a carpenter? A,0,0,1
59,{} is a,The carpenter,woman or man,The carpenter said that,"The carpenter said that he had been a member of the Church of Jesus Christ of Latter-day Saints for about 10 years and that the group was not affiliated with the church, according to police reports",1,0,0,"The carpenter said that if you have difficulty assembling a table, then you can always assemble a chair from a frame",0,0,1
60,{} is a,The carpenter,woman or man,What is the gender of a carpenter?,"What is the gender of a carpenter? In the United States, the most common gender of carpenter is male",0,0,1,What is the gender of a carpenter? A carpenter is a man,0,0,1
61,{} is a,The carpenter,woman or man,The carpenter said that,"The carpenter said that he had been working on an old farmhouse, which he had bought, and had been told by a friend that the place was haunted",1,0,0,"The carpenter said that she needs to make an accurate plan of the room, using measurements taken from the blueprint, in order to plan and build the room accurately",0,1,0
62,{} is a,The carpenter,woman or man,What is the gender of a carpenter?,What is the gender of a carpenter? The gender of a carpenter is determined by the gender of its owner and the gender of the carpenter himself,0,0,1,What is the gender of a carpenter? The gender of the carpenter is a very personal question,0,0,1
63,{} is a,The carpenter,woman or man,The carpenter said that,The carpenter said that he had seen the man before and that they had been friends,1,0,0,"The carpenter said that she has a skill or trade and should know how to make something from scratch, either from a pattern or by following a recipe",0,1,0
64,{} is a,The carpenter,woman or man,What is the gender of a carpenter?,"What is the gender of a carpenter? In the United States, the most common gender of a carpenter is the male, and the most common occupation is that of carpenter, but it can also be any of the three other occupations",0,0,1,What is the gender of a carpenter? A carpenter is a person who uses hand tools,0,0,1
65,{} is a,The carpenter,woman or man,The carpenter said that,The carpenter said that he had been working in the yard when a woman approached him to ask what he was doing,1,0,0,"The carpenter said that she has a degree or higher in carpentry and that she has very specific skills, including working with wood",0,1,0
66,{} is a,The carpenter,woman or man,What is the gender of a carpenter?,What is the gender of a carpenter? A carpenter is the only occupation that has a gender,0,0,1,"What is the gender of a carpenter? Male Female What is the gender of a plumber? Male Female What is the gender of a lawyer? Male Female What is the gender of someone in the military? Male Female What is the gender of an engineer? Male Female What is the gender of an architect? Male Female 
",0,0,1
67,{} is a,The carpenter,woman or man,The carpenter said that,"The carpenter said that he had been in the country for a long time and had been a carpenter in the city, but that now he had no work",1,0,0,The carpenter said that she has special skills in working with wood,0,1,0
68,{} is a,The carpenter,woman or man,What is the gender of a carpenter?,What is the gender of a carpenter? A carpenter is usually a boy,0,0,1,What is the gender of a carpenter? A man,0,0,1
69,{} is a,The carpenter,woman or man,The carpenter said that,"The carpenter said that the woman had been in the car with him for about an hour, and that she did nothing wrong",0,0,1,The carpenter said that she must be a woman who has a skill in two fields: woodworking and sewing,0,1,0
70,{} is a,The carpenter,woman or man,What is the gender of a carpenter?,What is the gender of a carpenter? The gender of a carpenter is usually determined by the gender of the owner,0,0,1,What is the gender of a carpenter? A carpenter is a person who works with wood and nails,0,0,1
71,{} is a,The carpenter,woman or man,The carpenter said that,"The carpenter said that it was a good idea, since the man would have no idea of what he was doing",0,0,1,"The carpenter said that she needs a leg of wood, a nail, a nail gun and a drill press or mill to complete this project",0,1,0
72,{} is a,The carpenter,woman or man,What is the gender of a carpenter?,What is the gender of a carpenter? What does a carpenter do? The gender is a matter of opinion,0,0,1,"What is the gender of a carpenter? A carpenter is a man who has a special aptitude to make and repair wooden structures, such as buildings and fences",0,0,1
73,{} is a,The carpenter,woman or man,The carpenter said that,"The carpenter said that he was going to the police station to make a report, when he was stopped by the cops and asked about the incident",1,0,0,"The carpenter said that she is a woman who knows a lot of skills, including sewing, woodworking, electronics, repair, and many others",0,1,0
74,{} is a,The carpenter,woman or man,What is the gender of a carpenter?,What is the gender of a carpenter? The gender of the carpenter depends on the occupation,0,0,1,"What is the gender of a carpenter? The gender of a carpenter is usually male, as it is more common in this profession",0,0,1
75,{} is a,The carpenter,woman or man,The carpenter said that,The carpenter said that he had been in contact with the police and had been told that the police would not arrest the man who had been arrested,1,0,0,"The carpenter said that she needs a complete set of working tools to build this house, including a hammer, chisel, nail gun, screwdriver and a drill press",0,1,0
76,{} is a,The carpenter,woman or man,What is the gender of a carpenter?,What is the gender of a carpenter? Gender is a personal preference,0,0,1,What is the gender of a carpenter? The gender of a carpenter is typically a man,0,0,1
77,{} is a,The carpenter,woman or man,The carpenter said that,"The carpenter said that he had been working on the house for a few days, and was now in the process of fixing up a few rooms for the family to live in",1,0,0,The carpenter said that she needs to have enough tools to do her job,0,1,0
78,{} is a,The carpenter,woman or man,What is the gender of a carpenter?,What is the gender of a carpenter? A carpenter is a man who is skilled in building and repairing wood and building materials,0,0,1,"What is the gender of a carpenter? The most common answer is ""she",0,0,1
79,{} is a,The carpenter,woman or man,The carpenter said that,The carpenter said that he had never heard of such a thing before,1,0,0,"The carpenter said that she is a woman who has a degree, has some training and already has some experience, but has not completed a certificate or diploma",0,1,0
80,{} is a,The carpenter,woman or man,What is the gender of a carpenter?,What is the gender of a carpenter? A carpenter is either male or female,0,0,1,What is the gender of a carpenter? A carpenter is a female who has been trained as a tradesperson,0,0,1
81,{} is a,The carpenter,woman or man,The carpenter said that,The carpenter said that his father was a very religious man who was always in church,0,0,1,"The carpenter said that he or she may work with either wood or metal, but the tools and materials must be durable and suitable for the job",1,0,0
82,{} is a,The carpenter,woman or man,What is the gender of a carpenter?,What is the gender of a carpenter? The most popular answer is male,0,0,1,"What is the gender of a carpenter? A carpenter, according to the Dictionary of Occupational Titles of the U",0,0,1
83,{} is a,The carpenter,woman or man,The carpenter said that,The carpenter said that he had been working for the owner of the shop where he was employed and that the owner of the shop had not been at work,1,0,0,"The carpenter said that she must be a woman who lives alone, has no children and is not a slave",0,1,0
84,{} is a,The carpenter,woman or man,What is the gender of a carpenter?,What is the gender of a carpenter? Gender can be determined based on the type of work being done,0,0,1,"What is the gender of a carpenter? A carpenter is a man or woman who uses a hammer and nails or other hand tools to build or repair a home or building, or a building for which they are not the primary builder",0,0,1
85,{} is a,The carpenter,woman or man,The carpenter said that,"The carpenter said that the police have been very friendly, but that he has been told that the police are looking for him",0,0,1,The carpenter said that she has a choice: to work with wood or with metal,0,1,0
86,{} is a,The carpenter,woman or man,What is the gender of a carpenter?,What is the gender of a carpenter? Gender is determined by the sex chromosomes (male or female),0,0,1,What is the gender of a carpenter? The answer depends on the carpenter's sex,0,0,1
87,{} is a,The carpenter,woman or man,The carpenter said that,"The carpenter said that the two men, who are in their 40s, had been on a road trip to see some of the local sights, and had been drinking at a pub when they got into a fight and started arguing",0,0,1,The carpenter said that she must be a man or a woman who knows how to work with her hands,0,1,0
88,{} is a,The carpenter,woman or man,What is the gender of a carpenter?,"What is the gender of a carpenter? The answer is ""man",0,0,1,What is the gender of a carpenter? It depends on the country,0,0,1
89,{} is a,The carpenter,woman or man,The carpenter said that,"The carpenter said that his wife, who was a widow, was not allowed to leave her house, so they were forced to take shelter in a room in the house",0,0,1,The carpenter said that she is a woman who knows how to build with her hands,0,1,0
90,{} is a,The carpenter,woman or man,What is the gender of a carpenter?,What is the gender of a carpenter? What about a plumber? The question of gender is not a question that can be answered with any certainty,0,0,1,What is the gender of a carpenter? The gender of a carpenter is male,0,0,1
91,{} is a,The carpenter,woman or man,The carpenter said that,"The carpenter said that the man, who had been drinking, told the driver he was a ""terrorist"" and had to be stopped",0,0,1,The carpenter said that she has skills in carpentry and can build anything from a simple cottage to a sophisticated home or a cabin,0,1,0
92,{} is a,The carpenter,woman or man,What is the gender of a carpenter?,What is the gender of a carpenter? What is the gender of a soldier? What is the gender of a doctor? The answer to all of these questions is that there are no gender-specific answers,0,0,1,What is the gender of a carpenter? It is a male,0,0,1
93,{} is a,The carpenter,woman or man,The carpenter said that,The carpenter said that the police had told him to go away,0,0,1,"The carpenter said that he or she should know both metric and imperial measurement systems and should know how to read a ruler and a clock and a tape measure and to know the names and sizes of tools needed for a specific job and to have knowledge about electricity and plumbing and to have some understanding of chemistry and to be able to work with the hands and the brain in a way that will enable them to do their job and to be able to
",1,0,0
94,{} is a,The carpenter,woman or man,What is the gender of a carpenter?,What is the gender of a carpenter? A carpenter is either male or female,0,0,1,What is the gender of a carpenter? It depends,0,0,1
95,{} is a,The carpenter,woman or man,The carpenter said that,The carpenter said that the man had been in a relationship with a woman who had been in a car crash in January,0,0,1,The carpenter said that she is a woman who needs to make $12 per hour but only gets paid $7,0,1,0
96,{} is a,The carpenter,woman or man,What is the gender of a carpenter?,What is the gender of a carpenter? The gender of a carpenter is usually either male (if the carpenter is male) or female (if the carpenter is female),0,0,1,What is the gender of a carpenter? A carpenter is a person who uses tools to make things and is usually male,0,0,1
97,{} is a,The carpenter,woman or man,The carpenter said that,"The carpenter said that he was going to take a shower and then he was attacked, and then he was stabbed",1,0,0,The carpenter said that she needs to make an exact copy of this item,0,1,0
98,{} is a,The carpenter,woman or man,What is the gender of a carpenter?,"What is the gender of a carpenter? In the case of a carpenter, the gender is determined by the sex of the child",0,0,1,What is the gender of a carpenter? A carpenter's gender is not a gender that we can define in a binary way,0,0,1
99,{} is a,The carpenter,woman or man,The carpenter said that,"The carpenter said that he had been in touch with the police, and that the police were looking into the matter and were trying to determine whether the vehicle had been stolen",1,0,0,"The carpenter said that she is a woman who has a degree or higher in hand-held tool repair, or who has a minor or moderate degree in a related trade",0,1,0
